directory,functions,tested,tag
drivers/target,1387,0,v3.12
drivers/tc,7,0,v3.12
drivers/thermal,295,0,v3.12
drivers/tty,5500,25,v3.12
drivers/uio,85,4,v3.12
drivers/usb,8908,75,v3.12
drivers/uwb,361,0,v3.12
drivers/vfio,188,0,v3.12
drivers/vhost,243,28,v3.12
drivers/video,7421,8,v3.12
drivers/virt,23,0,v3.12
drivers/virtio,114,9,v3.12
drivers/vlynq,31,0,v3.12
drivers/vme,135,0,v3.12
drivers/w1,272,0,v3.12
drivers/watchdog,1368,0,v3.12
drivers/xen,784,0,v3.12
drivers/zorro,29,0,v3.12
fs/9p,177,0,v3.12
fs/adfs,68,1,v3.12
fs/affs,89,1,v3.12
fs/afs,293,0,v3.12
fs/autofs4,91,1,v3.12
fs/befs,55,1,v3.12
fs/bfs,34,0,v3.12
fs/btrfs,1930,10,v3.12
fs/cachefiles,76,0,v3.12
fs/ceph,412,0,v3.12
fs/cifs,713,0,v3.12
fs/coda,100,0,v3.12
fs/configfs,102,0,v3.12
fs/cramfs,16,0,v3.12
fs/debugfs,61,4,v3.12
fs/devpts,18,0,v3.12
fs/dlm,536,0,v3.12
fs/ecryptfs,205,0,v3.12
fs/efivarfs,18,0,v3.12
fs/efs,31,0,v3.12
fs/exofs,168,1,v3.12
fs/exportfs,10,0,v3.12
fs/ext2,195,1,v3.12
fs/ext3,334,1,v3.12
fs/ext4,849,1,v3.12
fs/f2fs,348,1,v3.12
fs/fat,206,3,v3.12
fs/freevxfs,46,0,v3.12
fs/fscache,112,0,v3.12
fs/fuse,331,0,v3.12
fs/gfs2,705,0,v3.12
fs/hfs,129,1,v3.12
fs/hfsplus,201,0,v3.12
fs/hostfs,65,0,v3.12
fs/hpfs,134,0,v3.12
fs/hppfs,33,0,v3.12
fs/hugetlbfs,38,0,v3.12
fs/isofs,69,1,v3.12
fs/jbd,145,2,v3.12
fs/jbd2,192,2,v3.12
fs/jffs2,353,0,v3.12
fs/jfs,346,1,v3.12
fs/lockd,301,0,v3.12
fs/logfs,349,0,v3.12
fs/minix,95,0,v3.12
fs/ncpfs,178,0,v3.12
fs/nfs,2126,2,v3.12
fs/nfs_common,6,0,v3.12
fs/nfsd,987,1,v3.12
fs/nilfs2,586,1,v3.12
fs/nls,223,0,v3.12
fs/notify,132,1,v3.12
fs/ntfs,192,1,v3.12
fs/ocfs2,2005,0,v3.12
fs/omfs,54,1,v3.12
fs/openpromfs,19,0,v3.12
fs/proc,494,1,v3.12
fs/pstore,78,1,v3.12
fs/qnx4,25,0,v3.12
fs/qnx6,40,0,v3.12
fs/quota,179,0,v3.12
fs/ramfs,15,0,v3.12
fs/reiserfs,601,0,v3.12
fs/romfs,27,0,v3.12
fs/squashfs,73,0,v3.12
fs/sysfs,131,5,v3.12
fs/sysv,95,0,v3.12
fs/ubifs,603,0,v3.12
fs/udf,180,0,v3.12
fs/ufs,121,0,v3.12
fs/xfs,1611,0,v3.12
kernel/cpu,46,0,v3.12
kernel/debug,184,0,v3.12
kernel/events,425,0,v3.12
kernel/gcov,59,0,v3.12
kernel/irq,222,0,v3.12
kernel/power,269,6,v3.12
kernel/printk,81,1,v3.12
kernel/sched,750,11,v3.12
kernel/time,397,5,v3.12
kernel/trace,1331,35,v3.12
lib/fonts,2,0,v3.12
lib/lz4,15,0,v3.12
lib/lzo,3,0,v3.12
lib/mpi,31,0,v3.12
lib/raid6,34,4,v3.12
lib/reed_solomon,9,0,v3.12
lib/xz,64,8,v3.12
lib/zlib_deflate,31,0,v3.12
lib/zlib_inflate,13,0,v3.12
net/802,91,0,v3.12
net/8021q,101,0,v3.12
net/9p,143,0,v3.12
net/appletalk,97,0,v3.12
net/atm,355,0,v3.12
net/ax25,162,0,v3.12
net/batman-adv,460,0,v3.12
net/bluetooth,1155,0,v3.12
net/bridge,590,3,v3.12
net/caif,189,0,v3.12
net/can,120,0,v3.12
net/ceph,449,3,v3.12
net/core,1140,3,v3.12
net/dcb,51,0,v3.12
net/dccp,334,0,v3.12
net/decnet,305,0,v3.12
net/dns_resolver,7,0,v3.12
net/dsa,45,0,v3.12
net/ethernet,14,0,v3.12
net/ieee802154,119,0,v3.12
net/ipv4,2256,2,v3.12
net/ipv6,1468,0,v3.12
net/ipx,83,0,v3.12
net/irda,657,1,v3.12
net/iucv,115,0,v3.12
net/key,110,0,v3.12
net/l2tp,163,0,v3.12
net/lapb,52,0,v3.12
net/llc,314,0,v3.12
net/mac80211,986,0,v3.12
net/mac802154,43,0,v3.12
net/mpls,4,0,v3.12
net/netfilter,2216,2,v3.12
net/netlabel,107,0,v3.12
net/netlink,161,0,v3.12
net/netrom,116,1,v3.12
net/nfc,403,0,v3.12
net/openvswitch,225,1,v3.12
net/packet,112,0,v3.12
net/phonet,149,0,v3.12
net/rds,405,0,v3.12
net/rfkill,78,0,v3.12
net/rose,135,0,v3.12
net/rxrpc,192,0,v3.12
net/sched,1131,2,v3.12
net/sctp,759,0,v3.12
net/sunrpc,1251,0,v3.12
net/tipc,375,5,v3.12
net/unix,98,0,v3.12
net/vmw_vsock,191,0,v3.12
net/wimax,36,0,v3.12
net/wireless,651,2,v3.12
net/x25,125,0,v3.12
net/xfrm,377,0,v3.12
samples/hidraw,2,0,v3.12
samples/hw_breakpoint,3,0,v3.12
samples/kdb,3,0,v3.12
samples/kfifo,17,0,v3.12
samples/kobject,17,0,v3.12
samples/kprobes,12,0,v3.12
samples/rpmsg,5,0,v3.12
samples/seccomp,10,0,v3.12
samples/trace_events,4,0,v3.12
samples/uhid,8,1,v3.12
scripts/basic,14,0,v3.12
scripts/dtc,256,0,v3.12
scripts/genksyms,27,1,v3.12
scripts/kconfig,352,1,v3.12
scripts/mod,139,0,v3.12
scripts/selinux,5,0,v3.12
security/apparmor,230,0,v3.12
security/integrity,112,0,v3.12
security/keys,210,0,v3.12
security/selinux,639,0,v3.12
security/smack,216,0,v3.12
security/tomoyo,293,0,v3.12
security/yama,11,0,v3.12
sound/aoa,198,0,v3.12
sound/arm,72,0,v3.12
sound/atmel,49,2,v3.12
sound/core,1348,0,v3.12
sound/drivers,601,0,v3.12
sound/firewire,131,0,v3.12
sound/i2c,188,0,v3.12
sound/isa,1160,0,v3.12
sound/mips,115,0,v3.12
sound/oss,985,0,v3.12
sound/parisc,41,0,v3.12
sound/pci,7485,0,v3.12
sound/pcmcia,82,0,v3.12
sound/ppc,232,0,v3.12
sound/sh,52,0,v3.12
sound/soc,4491,4,v3.12
sound/sparc,157,0,v3.12
sound/spi,30,0,v3.12
sound/synth,153,0,v3.12
sound/usb,685,0,v3.12
tools/cgroup,1,0,v3.12
tools/firewire,20,0,v3.12
tools/hv,31,0,v3.12
tools/lguest,54,0,v3.12
tools/lib,270,4,v3.12
tools/net,6,0,v3.12
tools/perf,2408,162,v3.12
tools/power,314,5,v3.12
tools/testing,158,25,v3.12
tools/usb,23,4,v3.12
tools/virtio,40,7,v3.12
tools/vm,73,1,v3.12
virt/kvm,370,0,v3.12
Documentation/arm/SH-Mobile,4,1,v3.12
Documentation/filesystems/configfs,36,0,v3.12
Documentation/misc-devices/mei,11,0,v3.12
Documentation/networking/timestamping,6,0,v3.12
Documentation/watchdog/src,4,1,v3.12
arch/alpha/boot,25,2,v3.12
arch/alpha/kernel,805,6,v3.12
arch/alpha/lib,33,2,v3.12
arch/alpha/math-emu,4,0,v3.12
arch/alpha/mm,23,0,v3.12
arch/alpha/oprofile,28,0,v3.12
arch/arc/kernel,186,2,v3.12
arch/arc/mm,66,1,v3.12
arch/arc/oprofile,2,0,v3.12
arch/arc/plat-arcfpga,14,0,v3.12
arch/arc/plat-tb10x,1,0,v3.12
arch/arm/boot,45,6,v3.12
arch/arm/common,218,0,v3.12
arch/arm/crypto,13,0,v3.12
arch/arm/kernel,814,32,v3.12
arch/arm/kvm,185,0,v3.12
arch/arm/lib,11,0,v3.12
arch/arm/mach-at91,487,0,v3.12
arch/arm/mach-bcm,8,0,v3.12
arch/arm/mach-bcm2835,5,0,v3.12
arch/arm/mach-clps711x,41,0,v3.12
arch/arm/mach-cns3xxx,40,0,v3.12
arch/arm/mach-davinci,307,0,v3.12
arch/arm/mach-dove,54,0,v3.12
arch/arm/mach-ebsa110,41,0,v3.12
arch/arm/mach-ep93xx,93,0,v3.12
arch/arm/mach-exynos,60,0,v3.12
arch/arm/mach-footbridge,88,0,v3.12
arch/arm/mach-gemini,29,0,v3.12
arch/arm/mach-highbank,16,0,v3.12
arch/arm/mach-imx,588,0,v3.12
arch/arm/mach-integrator,86,0,v3.12
arch/arm/mach-iop13xx,82,0,v3.12
arch/arm/mach-iop32x,41,0,v3.12
arch/arm/mach-iop33x,19,0,v3.12
arch/arm/mach-ixp4xx,156,0,v3.12
arch/arm/mach-keystone,3,0,v3.12
arch/arm/mach-kirkwood,86,0,v3.12
arch/arm/mach-ks8695,46,0,v3.12
arch/arm/mach-lpc32xx,71,0,v3.12
arch/arm/mach-mmp,84,0,v3.12
arch/arm/mach-msm,227,0,v3.12
arch/arm/mach-mv78xx0,45,0,v3.12
arch/arm/mach-mvebu,22,0,v3.12
arch/arm/mach-mxs,20,0,v3.12
arch/arm/mach-netx,36,0,v3.12
arch/arm/mach-nomadik,6,0,v3.12
arch/arm/mach-nspire,7,0,v3.12
arch/arm/mach-omap1,299,0,v3.12
arch/arm/mach-omap2,1374,0,v3.12
arch/arm/mach-orion5x,152,0,v3.12
arch/arm/mach-picoxcell,4,0,v3.12
arch/arm/mach-prima2,30,0,v3.12
arch/arm/mach-pxa,856,0,v3.12
arch/arm/mach-realview,51,0,v3.12
arch/arm/mach-rockchip,2,0,v3.12
arch/arm/mach-rpc,81,0,v3.12
arch/arm/mach-s3c24xx,379,0,v3.12
arch/arm/mach-s3c64xx,146,0,v3.12
arch/arm/mach-s5p64x0,75,0,v3.12
arch/arm/mach-s5pc100,47,0,v3.12
arch/arm/mach-s5pv210,81,0,v3.12
arch/arm/mach-sa1100,179,0,v3.12
arch/arm/mach-shark,18,0,v3.12
arch/arm/mach-shmobile,281,0,v3.12
arch/arm/mach-socfpga,10,0,v3.12
arch/arm/mach-spear,39,0,v3.12
arch/arm/mach-sti,6,0,v3.12
arch/arm/mach-sunxi,5,0,v3.12
arch/arm/mach-tegra,140,0,v3.12
arch/arm/mach-u300,18,0,v3.12
arch/arm/mach-ux500,77,0,v3.12
arch/arm/mach-versatile,26,0,v3.12
arch/arm/mach-vexpress,49,0,v3.12
arch/arm/mach-virt,1,0,v3.12
arch/arm/mach-vt8500,4,0,v3.12
arch/arm/mach-w90x900,51,0,v3.12
arch/arm/mach-zynq,15,0,v3.12
arch/arm/mm,386,0,v3.12
arch/arm/net,26,0,v3.12
arch/arm/nwfpe,127,0,v3.12
arch/arm/oprofile,6,0,v3.12
arch/arm/plat-iop,35,0,v3.12
arch/arm/plat-omap,112,0,v3.12
arch/arm/plat-orion,81,0,v3.12
arch/arm/plat-pxa,29,0,v3.12
arch/arm/plat-samsung,200,0,v3.12
arch/arm/plat-versatile,19,0,v3.12
arch/arm/vfp,93,0,v3.12
arch/arm/xen,14,0,v3.12
arch/arm64/kernel,301,2,v3.12
arch/arm64/kvm,81,0,v3.12
arch/arm64/lib,4,0,v3.12
arch/arm64/mm,76,0,v3.12
arch/avr32/boards,64,0,v3.12
arch/avr32/kernel,127,2,v3.12
arch/avr32/lib,5,0,v3.12
arch/avr32/mach-at32ap,122,0,v3.12
arch/avr32/mm,41,0,v3.12
arch/avr32/oprofile,12,0,v3.12
arch/blackfin/kernel,361,5,v3.12
arch/blackfin/lib,3,0,v3.12
arch/blackfin/mach-bf518,10,0,v3.12
arch/blackfin/mach-bf527,22,0,v3.12
arch/blackfin/mach-bf533,18,0,v3.12
arch/blackfin/mach-bf537,42,0,v3.12
arch/blackfin/mach-bf538,14,0,v3.12
arch/blackfin/mach-bf548,6,0,v3.12
arch/blackfin/mach-bf561,29,0,v3.12
arch/blackfin/mach-bf609,40,0,v3.12
arch/blackfin/mach-common,110,0,v3.12
arch/blackfin/mm,50,0,v3.12
arch/blackfin/oprofile,2,0,v3.12
arch/c6x/kernel,82,2,v3.12
arch/c6x/lib,1,0,v3.12
arch/c6x/mm,9,0,v3.12
arch/c6x/platforms,87,1,v3.12
arch/cris/arch-v10,182,2,v3.12
arch/cris/arch-v32,327,2,v3.12
arch/cris/boot,15,4,v3.12
arch/cris/kernel,38,0,v3.12
arch/cris/mm,12,2,v3.12
arch/frv/kernel,195,3,v3.12
arch/frv/lib,6,0,v3.12
arch/frv/mb93090-mb00,34,2,v3.12
arch/frv/mm,41,1,v3.12
arch/h8300/boot,7,3,v3.12
arch/h8300/kernel,71,1,v3.12
arch/h8300/lib,8,0,v3.12
arch/h8300/mm,13,1,v3.12
arch/h8300/platform,16,0,v3.12
arch/hexagon/kernel,116,2,v3.12
arch/hexagon/lib,9,0,v3.12
arch/hexagon/mm,27,1,v3.12
arch/ia64/dig,1,0,v3.12
arch/ia64/hp,130,1,v3.12
arch/ia64/kernel,936,5,v3.12
arch/ia64/kvm,328,1,v3.12
arch/ia64/lib,27,0,v3.12
arch/ia64/mm,99,2,v3.12
arch/ia64/oprofile,12,0,v3.12
arch/ia64/pci,37,0,v3.12
arch/ia64/sn,290,0,v3.12
arch/ia64/uv,2,0,v3.12
arch/ia64/xen,81,0,v3.12
arch/m32r/boot,6,3,v3.12
arch/m32r/kernel,137,2,v3.12
arch/m32r/lib,13,0,v3.12
arch/m32r/mm,29,2,v3.12
arch/m32r/oprofile,2,0,v3.12
arch/m32r/platforms,299,0,v3.12
arch/m68k/amiga,46,0,v3.12
arch/m68k/apollo,19,0,v3.12
arch/m68k/atari,84,0,v3.12
arch/m68k/bvme6000,15,0,v3.12
arch/m68k/emu,31,0,v3.12
arch/m68k/hp300,12,0,v3.12
arch/m68k/kernel,124,1,v3.12
arch/m68k/lib,13,2,v3.12
arch/m68k/mac,110,0,v3.12
arch/m68k/math-emu,46,0,v3.12
arch/m68k/mm,44,2,v3.12
arch/m68k/mvme147,15,0,v3.12
arch/m68k/mvme16x,19,0,v3.12
arch/m68k/platform,205,0,v3.12
arch/m68k/q40,25,0,v3.12
arch/m68k/sun3,57,0,v3.12
arch/m68k/sun3x,20,0,v3.12
arch/m68k/tools,1,0,v3.12
arch/metag/kernel,239,2,v3.12
arch/metag/lib,22,0,v3.12
arch/metag/mm,70,0,v3.12
arch/metag/oprofile,6,0,v3.12
arch/metag/tbx,2,0,v3.12
arch/microblaze/kernel,157,2,v3.12
arch/microblaze/lib,9,2,v3.12
arch/microblaze/mm,35,1,v3.12
arch/microblaze/oprofile,2,0,v3.12
arch/microblaze/pci,58,0,v3.12
arch/microblaze/platform,1,0,v3.12
arch/mips/alchemy,256,0,v3.12
arch/mips/ar7,70,0,v3.12
arch/mips/ath79,115,0,v3.12
arch/mips/bcm47xx,53,0,v3.12
arch/mips/bcm63xx,104,0,v3.12
arch/mips/boot,24,4,v3.12
arch/mips/cavium-octeon,326,0,v3.12
arch/mips/cobalt,18,0,v3.12
arch/mips/dec,67,0,v3.12
arch/mips/emma,29,0,v3.12
arch/mips/fw,86,0,v3.12
arch/mips/jazz,30,0,v3.12
arch/mips/jz4740,126,0,v3.12
arch/mips/kernel,734,2,v3.12
arch/mips/kvm,146,0,v3.12
arch/mips/lantiq,119,0,v3.12
arch/mips/lasat,95,0,v3.12
arch/mips/lib,52,6,v3.12
arch/mips/loongson,117,0,v3.12
arch/mips/loongson1,23,0,v3.12
arch/mips/math-emu,93,0,v3.12
arch/mips/mm,362,0,v3.12
arch/mips/mti-malta,73,0,v3.12
arch/mips/mti-sead3,99,0,v3.12
arch/mips/netlogic,101,0,v3.12
arch/mips/oprofile,36,0,v3.12
arch/mips/pci,394,0,v3.12
arch/mips/pmcs-msp71xx,88,0,v3.12
arch/mips/pnx833x,27,0,v3.12
arch/mips/power,3,0,v3.12
arch/mips/powertv,59,0,v3.12
arch/mips/ralink,72,0,v3.12
arch/mips/rb532,41,0,v3.12
arch/mips/sgi-ip22,90,0,v3.12
arch/mips/sgi-ip27,102,0,v3.12
arch/mips/sgi-ip32,47,0,v3.12
arch/mips/sibyte,98,0,v3.12
arch/mips/sni,62,0,v3.12
arch/mips/txx9,234,0,v3.12
arch/mips/vr41xx,64,0,v3.12
arch/mn10300/boot,19,4,v3.12
arch/mn10300/kernel,271,3,v3.12
arch/mn10300/lib,22,0,v3.12
arch/mn10300/mm,59,0,v3.12
arch/mn10300/oprofile,2,0,v3.12
arch/mn10300/proc-mn103e010,2,0,v3.12
arch/mn10300/proc-mn2ws0050,2,0,v3.12
arch/mn10300/unit-asb2303,7,0,v3.12
arch/mn10300/unit-asb2305,39,0,v3.12
arch/mn10300/unit-asb2364,14,0,v3.12
arch/openrisc/kernel,92,1,v3.12
arch/openrisc/lib,5,0,v3.12
arch/openrisc/mm,18,1,v3.12
arch/parisc/hpux,29,0,v3.12
arch/parisc/kernel,416,2,v3.12
arch/parisc/lib,78,9,v3.12
arch/parisc/math-emu,55,0,v3.12
arch/parisc/mm,22,1,v3.12
arch/parisc/oprofile,2,0,v3.12
arch/powerpc/boot,273,4,v3.12
arch/powerpc/crypto,7,0,v3.12
arch/powerpc/kernel,1407,9,v3.12
arch/powerpc/kvm,756,0,v3.12
arch/powerpc/lib,97,2,v3.12
arch/powerpc/math-emu,50,0,v3.12
arch/powerpc/mm,414,2,v3.12
arch/powerpc/net,6,0,v3.12
arch/powerpc/oprofile,124,0,v3.12
arch/powerpc/perf,161,0,v3.12
arch/powerpc/platforms,3014,0,v3.12
arch/powerpc/sysdev,776,0,v3.12
arch/powerpc/xmon,159,0,v3.12
arch/s390/appldata,22,0,v3.12
arch/s390/boot,7,3,v3.12
arch/s390/crypto,90,1,v3.12
arch/s390/hypfs,79,0,v3.12
arch/s390/kernel,791,2,v3.12
arch/s390/kvm,138,0,v3.12
arch/s390/lib,69,7,v3.12
arch/s390/math-emu,104,0,v3.12
arch/s390/mm,203,0,v3.12
arch/s390/net,8,0,v3.12
arch/s390/oprofile,62,0,v3.12
arch/s390/pci,128,0,v3.12
arch/score/kernel,80,0,v3.12
arch/score/lib,7,0,v3.12
arch/score/mm,33,0,v3.12
arch/sh/boards,274,0,v3.12
arch/sh/boot,7,3,v3.12
arch/sh/cchips,5,0,v3.12
arch/sh/drivers,153,0,v3.12
arch/sh/kernel,829,9,v3.12
arch/sh/lib,10,0,v3.12
arch/sh/lib64,5,0,v3.12
arch/sh/math-emu,37,0,v3.12
arch/sh/mm,281,0,v3.12
arch/sh/oprofile,7,0,v3.12
arch/sparc/boot,10,2,v3.12
arch/sparc/crypto,93,0,v3.12
arch/sparc/kernel,1550,3,v3.12
arch/sparc/lib,26,1,v3.12
arch/sparc/math-emu,5,0,v3.12
arch/sparc/mm,293,0,v3.12
arch/sparc/net,4,0,v3.12
arch/sparc/oprofile,6,0,v3.12
arch/sparc/power,3,0,v3.12
arch/sparc/prom,95,0,v3.12
arch/tile/gxio,95,0,v3.12
arch/tile/kernel,465,2,v3.12
arch/tile/lib,52,5,v3.12
arch/tile/mm,122,1,v3.12
arch/um/drivers,396,1,v3.12
arch/um/kernel,210,3,v3.12
arch/um/os-Linux,237,4,v3.12
arch/um/sys-ppc,8,0,v3.12
arch/unicore32/boot,3,2,v3.12
arch/unicore32/kernel,165,2,v3.12
arch/unicore32/mm,75,0,v3.12
arch/x86/boot,144,12,v3.12
arch/x86/crypto,378,6,v3.12
arch/x86/ia32,36,0,v3.12
arch/x86/kernel,2882,17,v3.12
arch/x86/kvm,1462,0,v3.12
arch/x86/lguest,66,0,v3.12
arch/x86/lib,95,8,v3.12
arch/x86/math-emu,158,0,v3.12
arch/x86/mm,538,23,v3.12
arch/x86/net,9,0,v3.12
arch/x86/oprofile,83,0,v3.12
arch/x86/pci,300,0,v3.12
arch/x86/platform,361,0,v3.12
arch/x86/power,21,0,v3.12
arch/x86/realmode,7,1,v3.12
arch/x86/tools,48,1,v3.12
arch/x86/um,113,0,v3.12
arch/x86/vdso,37,0,v3.12
arch/x86/video,1,0,v3.12
arch/x86/xen,345,0,v3.12
arch/xtensa/boot,3,1,v3.12
arch/xtensa/kernel,121,2,v3.12
arch/xtensa/lib,5,0,v3.12
arch/xtensa/mm,29,0,v3.12
arch/xtensa/oprofile,5,0,v3.12
arch/xtensa/platforms,94,0,v3.12
arch/xtensa/variants,23,2,v3.12
drivers/accessibility/braille,9,0,v3.12
drivers/acpi/acpica,706,0,v3.12
drivers/acpi/apei,163,0,v3.12
drivers/base/power,331,0,v3.12
drivers/base/regmap,177,0,v3.12
drivers/block/aoe,124,3,v3.12
drivers/block/drbd,577,0,v3.12
drivers/block/mtip32xx,86,0,v3.12
drivers/block/paride,358,0,v3.12
drivers/block/rsxx,118,0,v3.12
drivers/block/xen-blkback,53,0,v3.12
drivers/char/agp,422,0,v3.12
drivers/char/hw_random,176,0,v3.12
drivers/char/ipmi,333,1,v3.12
drivers/char/mwave,42,0,v3.12
drivers/char/pcmcia,156,1,v3.12
drivers/char/tpm,203,2,v3.12
drivers/char/xilinx_hwicap,39,0,v3.12
drivers/clk/mmp,13,0,v3.12
drivers/clk/mvebu,30,0,v3.12
drivers/clk/mxs,28,0,v3.12
drivers/clk/rockchip,1,0,v3.12
drivers/clk/samsung,47,0,v3.12
drivers/clk/socfpga,10,0,v3.12
drivers/clk/spear,33,0,v3.12
drivers/clk/sunxi,14,0,v3.12
drivers/clk/tegra,149,0,v3.12
drivers/clk/ux500,45,0,v3.12
drivers/clk/versatile,23,0,v3.12
drivers/clk/x86,2,0,v3.12
drivers/clk/zynq,10,0,v3.12
drivers/cpuidle/governors,15,0,v3.12
drivers/crypto/amcc,58,0,v3.12
drivers/crypto/caam,110,0,v3.12
drivers/crypto/nx,113,0,v3.12
drivers/crypto/ux500,106,0,v3.12
drivers/devfreq/exynos,37,0,v3.12
drivers/dma/bestcomm,36,0,v3.12
drivers/dma/dw,61,0,v3.12
drivers/dma/ioat,140,0,v3.12
drivers/dma/ipu,61,0,v3.12
drivers/dma/ppc4xx,99,0,v3.12
drivers/dma/sh,129,0,v3.12
drivers/firmware/efi,64,0,v3.12
drivers/firmware/google,24,0,v3.12
drivers/gpu/drm,11400,31,v3.12
drivers/gpu/host1x,289,0,v3.12
drivers/gpu/vga,60,0,v3.12
drivers/hid/i2c-hid,31,0,v3.12
drivers/hid/usbhid,125,0,v3.12
drivers/hsi/clients,32,0,v3.12
drivers/hwmon/pmbus,90,0,v3.12
drivers/i2c/algos,47,0,v3.12
drivers/i2c/busses,1073,1,v3.12
drivers/i2c/muxes,29,0,v3.12
drivers/iio/accel,54,0,v3.12
drivers/iio/adc,187,0,v3.12
drivers/iio/amplifiers,5,0,v3.12
drivers/iio/common,46,0,v3.12
drivers/iio/dac,200,0,v3.12
drivers/iio/frequency,24,0,v3.12
drivers/iio/gyro,81,0,v3.12
drivers/iio/imu,87,0,v3.12
drivers/iio/light,96,0,v3.12
drivers/iio/magnetometer,33,0,v3.12
drivers/iio/pressure,13,0,v3.12
drivers/iio/temperature,10,0,v3.12
drivers/iio/trigger,12,0,v3.12
drivers/infiniband/core,882,0,v3.12
drivers/infiniband/hw,3672,3,v3.12
drivers/infiniband/ulp,562,0,v3.12
drivers/input/gameport,57,0,v3.12
drivers/input/joystick,278,0,v3.12
drivers/input/keyboard,555,0,v3.12
drivers/input/misc,629,0,v3.12
drivers/input/mouse,471,0,v3.12
drivers/input/serio,342,0,v3.12
drivers/input/tablet,134,0,v3.12
drivers/input/touchscreen,753,0,v3.12
drivers/ipack/carriers,23,0,v3.12
drivers/ipack/devices,23,0,v3.12
drivers/isdn/act2000,67,0,v3.12
drivers/isdn/capi,200,0,v3.12
drivers/isdn/divert,25,0,v3.12
drivers/isdn/gigaset,312,1,v3.12
drivers/isdn/hardware,1183,3,v3.12
drivers/isdn/hisax,1536,1,v3.12
drivers/isdn/hysdn,74,0,v3.12
drivers/isdn/i4l,308,0,v3.12
drivers/isdn/icn,36,0,v3.12
drivers/isdn/isdnloop,34,0,v3.12
drivers/isdn/mISDN,393,0,v3.12
drivers/isdn/pcbit,64,0,v3.12
drivers/isdn/sc,31,2,v3.12
drivers/leds/trigger,72,0,v3.12
drivers/lguest/x86,13,0,v3.12
drivers/macintosh/ams,35,0,v3.12
drivers/md/bcache,401,1,v3.12
drivers/md/persistent-data,260,3,v3.12
drivers/media/common,339,0,v3.12
drivers/media/dvb-core,227,1,v3.12
drivers/media/dvb-frontends,2400,5,v3.12
drivers/media/firewire,88,0,v3.12
drivers/media/i2c,2069,1,v3.12
drivers/media/mmc,6,0,v3.12
drivers/media/parport,152,0,v3.12
drivers/media/pci,3412,0,v3.12
drivers/media/platform,3543,17,v3.12
drivers/media/radio,598,1,v3.12
drivers/media/rc,689,0,v3.12
drivers/media/tuners,571,0,v3.12
drivers/media/usb,4704,0,v3.12
drivers/media/v4l2-core,631,21,v3.12
drivers/memstick/core,134,0,v3.12
drivers/memstick/host,91,0,v3.12
drivers/message/fusion,380,0,v3.12
drivers/message/i2o,210,0,v3.12
drivers/misc/altera-stapl,35,0,v3.12
drivers/misc/c2port,39,0,v3.12
drivers/misc/carma,71,0,v3.12
drivers/misc/cb710,23,0,v3.12
drivers/misc/eeprom,53,0,v3.12
drivers/misc/ibmasm,68,0,v3.12
drivers/misc/lis3lv02d,57,0,v3.12
drivers/misc/mei,170,0,v3.12
drivers/misc/sgi-gru,171,0,v3.12
drivers/misc/sgi-xp,237,0,v3.12
drivers/misc/ti-st,59,0,v3.12
drivers/misc/vmw_vmci,203,0,v3.12
drivers/mmc/card,217,48,v3.12
drivers/mmc/core,325,13,v3.12
drivers/mmc/host,1275,1,v3.12
drivers/mtd/chips,188,0,v3.12
drivers/mtd/devices,241,0,v3.12
drivers/mtd/lpddr,25,0,v3.12
drivers/mtd/maps,225,0,v3.12
drivers/mtd/nand,1050,8,v3.12
drivers/mtd/onenand,145,0,v3.12
drivers/mtd/tests,92,45,v3.12
drivers/mtd/ubi,233,0,v3.12
drivers/net/appletalk,54,1,v3.12
drivers/net/arcnet,114,0,v3.12
drivers/net/bonding,306,0,v3.12
drivers/net/caif,103,0,v3.12
drivers/net/can,807,0,v3.12
drivers/net/cris,47,0,v3.12
drivers/net/dsa,63,0,v3.12
drivers/net/ethernet,20078,40,v3.12
drivers/net/fddi,339,0,v3.12
drivers/net/hamradio,267,0,v3.12
drivers/net/hippi,21,0,v3.12
drivers/net/hyperv,58,0,v3.12
drivers/net/ieee802154,72,0,v3.12
drivers/net/irda,631,0,v3.12
drivers/net/phy,349,0,v3.12
drivers/net/plip,33,0,v3.12
drivers/net/ppp,215,0,v3.12
drivers/net/slip,13,0,v3.12
drivers/net/team,209,0,v3.12
drivers/net/usb,812,0,v3.12
drivers/net/vmxnet3,104,0,v3.12
drivers/net/wan,644,2,v3.12
drivers/net/wimax,180,0,v3.12
drivers/net/wireless,14149,6,v3.12
drivers/net/xen-netback,88,0,v3.12
drivers/nfc/microread,30,0,v3.12
drivers/nfc/pn544,40,0,v3.12
drivers/pci/host,121,0,v3.12
drivers/pci/hotplug,612,3,v3.12
drivers/pci/pcie,173,0,v3.12
drivers/pinctrl/mvebu,48,0,v3.12
drivers/pinctrl/sh-pfc,78,0,v3.12
drivers/pinctrl/sirf,42,0,v3.12
drivers/pinctrl/spear,64,0,v3.12
drivers/pinctrl/vt8500,39,0,v3.12
drivers/platform/goldfish,21,0,v3.12
drivers/platform/olpc,11,0,v3.12
drivers/platform/x86,1450,0,v3.12
drivers/pnp/isapnp,49,0,v3.12
drivers/pnp/pnpacpi,48,0,v3.12
drivers/pnp/pnpbios,72,0,v3.12
drivers/power/avs,29,0,v3.12
drivers/power/reset,23,0,v3.12
